t_s,dda_pos_x,dda_pos_y,dda_pos_z,enc_rel_x,enc_rel_y,enc_rel_z,vel_sps_x,vel_sps_y,vel_sps_z,err_steps_x,err_steps_y,err_steps_z,active_load_x,active_load_y,active_load_z,load_timer_x,load_timer_y,load_timer_z,span_steps,global_stop
1.776,15660.0,12520.0,9382.0,15652.5,12513.5,9377.5,8000.0,7000.0,5000.0,-22.83333333333394,-9.66666666666606,0.5,700.0,900.0,900.0,1.4269999999999536,0.8770000000000007,0.3770000000000003,6278.0,0
1.7770000000000001,15668.0,12526.0,9387.0,15660.5,12520.5,9382.5,8000.0,6000.0,5000.0,-22.5,-10.0,0.5,700.0,900.0,900.0,1.4279999999999535,0.8780000000000007,0.3780000000000003,6281.0,0
1.778,15676.0,12533.0,9392.0,15668.5,12526.5,9387.5,8000.0,7000.0,5000.0,-22.16666666666606,-9.33333333333394,0.5,700.0,900.0,900.0,1.4289999999999534,0.8790000000000007,0.3790000000000003,6284.0,0
1.7790000000000001,15685.0,12540.0,9397.0,15676.5,12533.5,9392.5,9000.0,7000.0,5000.0,-21.83333333333394,-9.66666666666606,0.5,700.0,900.0,900.0,1.4299999999999533,0.8800000000000007,0.3800000000000003,6288.0,0
1.78,15693.0,12547.0,9402.0,15685.5,12540.5,9397.5,8000.0,7000.0,5000.0,-22.5,-10.0,0.5,700.0,900.0,900.0,1.4309999999999532,0.8810000000000007,0.3810000000000003,6291.0,0
1.7810000000000001,15701.0,12553.0,9407.0,15693.5,12547.5,9402.5,8000.0,6000.0,5000.0,-22.16666666666606,-10.33333333333394,0.5,700.0,900.0,900.0,1.431999999999953,0.8820000000000007,0.3820000000000003,6294.0,0
1.782,15709.0,12560.0,9412.0,15701.5,12553.5,9407.5,8000.0,7000.0,5000.0,-21.83333333333394,-9.66666666666606,0.5,700.0,900.0,900.0,1.432999999999953,0.8830000000000007,0.3830000000000003,6297.0,0
1.7830000000000001,15718.0,12566.0,9416.0,15709.5,12560.5,9412.5,9000.0,6000.0,4000.0,-21.5,-10.0,0.5,700.0,900.0,900.0,1.4339999999999529,0.8840000000000007,0.3840000000000003,6302.0,0
1.784,15726.0,12573.0,9421.0,15718.5,12566.5,9416.5,8000.0,7000.0,5000.0,-23.83333333333394,-10.66666666666606,0.5,700.0,900.0,900.0,1.4349999999999528,0.8850000000000007,0.3850000000000003,6305.0,0
1.7850000000000001,15734.0,12579.0,9426.0,15726.5,12573.5,9421.5,8000.0,6000.0,5000.0,-23.5,-11.0,0.5,700.0,900.0,900.0,1.4359999999999526,0.8860000000000007,0.3860000000000003,6308.0,0
1.786,15742.0,12585.0,9431.0,15734.5,12579.5,9426.5,8000.0,6000.0,5000.0,-23.16666666666606,-10.33333333333394,0.5,700.0,900.0,900.0,1.4369999999999525,0.8870000000000007,0.3870000000000003,6311.0,0
1.7870000000000001,15750.0,12592.0,9436.0,15742.5,12585.5,9431.5,8000.0,7000.0,5000.0,-22.83333333333394,-9.66666666666606,0.5,700.0,900.0,900.0,1.4379999999999524,0.8880000000000007,0.3880000000000003,6314.0,0
1.788,15758.0,12598.0,9441.0,15750.5,12592.5,9436.5,8000.0,6000.0,5000.0,-22.5,-10.0,0.5,700.0,900.0,900.0,1.4389999999999523,0.8890000000000007,0.3890000000000003,6317.0,0
1.7890000000000001,15767.0,12605.0,9446.0,15758.5,12598.5,9441.5,9000.0,7000.0,5000.0,-22.16666666666606,-9.33333333333394,0.5,700.0,900.0,900.0,1.4399999999999522,0.8900000000000007,0.3900000000000003,6321.0,0
1.79,15775.0,12612.0,9451.0,15767.5,12605.5,9446.5,8000.0,7000.0,5000.0,-22.83333333333394,-9.66666666666606,0.5,700.0,900.0,900.0,1.440999999999952,0.8910000000000007,0.3910000000000003,6324.0,0
1.7910000000000001,15783.0,12618.0,9456.0,15775.5,12612.5,9451.5,8000.0,6000.0,5000.0,-22.5,-10.0,0.5,700.0,900.0,900.0,1.441999999999952,0.8920000000000007,0.3920000000000003,6327.0,0
1.792,15791.0,12625.0,9461.0,15783.5,12618.5,9456.5,8000.0,7000.0,5000.0,-22.16666666666606,-9.33333333333394,0.5,700.0,900.0,900.0,1.4429999999999519,0.8930000000000007,0.3930000000000003,6330.0,0
1.793,15800.0,12632.0,9466.0,15791.5,12625.5,9461.5,9000.0,7000.0,5000.0,-21.83333333333394,-9.66666666666606,0.5,700.0,900.0,900.0,1.4439999999999518,0.8940000000000007,0.3940000000000003,6334.0,0
1.794,15808.0,12639.0,9471.0,15800.5,12632.5,9466.5,8000.0,7000.0,5000.0,-22.5,-10.0,0.5,700.0,900.0,900.0,1.4449999999999517,0.8950000000000007,0.3950000000000003,6337.0,0
1.795,15816.0,12645.0,9475.0,15808.5,12639.5,9471.5,8000.0,6000.0,4000.0,-22.16666666666606,-10.33333333333394,0.5,700.0,900.0,900.0,1.4459999999999515,0.8960000000000007,0.3960000000000003,6341.0,0
