LOG:service=safety,state=init,status=normal
LOG:service=home,state=init,status=ok
LOG:service=probe,state=init,status=ok
LOG:service=motion,state=init,status=timers_ready
[FLOW queue_add ok id=2 dir=0x07 V=(8,0,0) S=(3210,0,0) depth=1]
LOG:service=motion,state=queue_add,status=frame=2 dirMask=0x07 queue=1
[FLOW start_move request depth=1 active=0 ids=(2) ]
[FLOW begin_segment id=2 dirMask=0x07 V(x,y,z)=(8,0,0) S(x,y,z)=(3210,0,0) ]
[FLOW pop_next id=2 remaining=0]\r\n
0,1,0,21,1
0,2,0,26,1
0,3,2,23,2
0,4,3,10,4
0,5,4,-11,5
0,6,6,-74,7
0,7,7,-144,10
0,8,9,-214,12
0,9,10,-280,15
0,10,11,-351,18
0,11,13,-443,22
0,12,14,-543,25
0,13,16,-639,29
0,14,17,-734,34
0,15,19,-833,38
0,16,20,-953,43
0,17,22,-1084,48
0,18,23,-1215,54
0,19,25,-1345,59
0,20,26,-1503,65
0,21,28,-1680,72
0,22,29,-1854,78
0,23,31,-2024,85
0,24,32,-2190,92
0,26,34,-2361,100
0,25,34,-2361,100
0,27,36,-2593,107
0,28,37,-2797,115
0,29,39,-2998,124
0,30,40,-3205,132
0,31,42,-3455,141
0,32,43,-3713,150
0,33,45,-3963,159
0,34,47,-4201,169
0,35,48,-4453,179
0,36,50,-4709,189
00,38,51,-4984,200
,37,51,-4984,199
0,39,53,-5291,210
0,40,55,-5541,221
0,41,56,-5785,232
0,42,58,-6064,243
0,43,59,-6423,253
0,44,61,-6792,264
0,45,63,-7049,275
0,46,64,-7257,286
0,47,66,-750,48,66,-7532,300

2,297
0,49,67,-7901,308
0,50,69,-8224,319
0,51,70,-8391,330
0,52,72,-8597,340
0,53,74,-8857,351
0,54,75,-9217,362
0,55,77,-9524,373
0,56,78,-9790,384
0,57,80,-9999,395
0,58,81,-9999,400
0,59,81,-10317,406
0,60,83,-10672,417
0,61,85,-10961,428
0,62,86,-11192,439
0,63,88,-11438,450
0,64,89,-11771,461
0,65,91,-12122,472
0,66,93,-12400,483
0,67,94,-12618,494
0,68,95,-12618,500
0,69,96,-12921,505
0,70,97,-13234,516
0,71,99,-13513,527
0,72,101,-13761,538
0,73,102,-14051,549
0,74,104,-14347,560
0,75,106,-14638,572
0,76,107,-14900,583
0,77,109,-15168,594
0,78,110,-15168,600
0,79,110,-15488,605
0,80,112,-15741,616
0,81,114,-15992,628
0,82,115,-16283,639
0,83,117,-16591,650
0,84,118,-16873,661
0,85,120,-17123,672
0,86,122,-17379,683
0,87,123,-17664,694
0,88,124,-17664,700
0,89,125,-18006,706
0,90,127,-18231,717
0,91,128,-18456,728
0,92,130,-18738,739
0,93,131,-19065,750
0,94,133,-19366,762
0,95,135,-19603,773
0,96,136,-19823,784
0,97,138,-20101,795
0,98,139,-20101,800
0,99,140,-20460,807
0,100,141,-20715,818
0,101,143,-20928,829
0,102,144,-21184,840
0,103,146,-21501,852
0,104,148,-21812,863
0,105,149,-22061,874
0,106,151,-22278,886
0,107,153,-0,108,153,-22537,900
22537,897
0,109,154,-22886,909
0,110,156,-23145,920
0,111,158,-23378,931
0,112,159,-23643,942
0,113,161,-23945,954
0,114,163,-24247,965
0,115,164,-24503,976
0,116,166,-24742,988
00,118,168,-25013,1000

117,167,-25013,999
0,119,169,-25338,1010
0,120,171,-25582,1022
0,121,172,-25845,1033
0,122,174,-26153,1045
0,123,176,-26472,1056
0,124,177,-26748,1068
0,125,179,-26991,1079
0,126,181,-27258,1091
0,127,182,-27258,1100
0,128,182,-27605,1102
0,129,184,-27858,1114
0,130,186,-28082,1125
0,131,187,-28357,1137
0,132,189,-28668,1148
0,133,191,-28981,1160
0,134,192,-29230,1171
0,135,194,-29456,1183
0,136,196,-29743,1194
0,137,197,-29743,1200
0,138,197,-30103,1206
0,139,199,-30332,1217
0,140,201,-30534,1229
0,141,202,-30835,1240
0,142,204,-31188,1252
0,143,206,-31498,1263
0,144,207,-31725,1274
0,145,209,-31944,1286
0,146,211,0,147,211,-32250,1300
-32250,1297
0,148,212,-32660,1309
0,149,214,-32981,1321
0,150,216,-33207,1332
0,151,217,-33428,1343
0,152,219,-33696,1355
0,153,221,-34068,1366
0,154,222,-34361,1378
0,155,224,-34613,1389
0,156,226,-34613,1400
0,157,226,-34883,1401
0,158,227,-35138,1413
0,159,229,-35435,1424
0,160,231,-35716,1435
0,161,232,-35986,1447
0,162,234,-36316,1458
0,163,236,-36656,1470
0,164,237,-36950,1481
0,165,239,-37206,1493
0,166,240,-37206,1500
0,167,241,-37527,1504
0,168,242,-37814,1516
0,169,244,-38087,1527
0,170,246,-38357,1539
0,171,247,-38648,1550
0,172,249,-38956,1562
0,173,251,-39267,1573
0,174,252,-39576,1584
0,175,254,-39859,0,176,255,-39859,1600
1596
0,177,256,-40182,1608
0,178,257,-40455,1619
0,179,259,-40697,1631
0,180,261,-40962,1642
0,181,262,-41235,1653
0,182,264,-41586,1665
0,183,266,-41930,1676
0,184,267,-42222,1688
00,186,269,-42493,1700
,185,269,-42493,1699
0,187,271,-42812,1711
0,188,272,-43091,1722
0,189,274,-43368,1734
0,190,276,-43644,1745
0,191,277,-43928,1757
0,192,279,-44238,1768
0,193,281,-44547,1780
0,194,282,-44821,1791
0,195,284,-44821,1800
0,196,284,-45143,1803
0,197,286,-45422,1814
0,198,287,-45700,1826
0,199,289,-45974,1837
0,200,291,-46258,1849
0,201,292,-46573,1860
0,202,294,-46916,1872
0,203,296,-47251,1883
0,204,297,-47528,1894
0,205,298,-47528,1900
0,206,299,-47843,1906
0,207,301,-48116,1917
0,208,302,-48380,1929
0,209,304,-48644,1940
0,210,306,-48952,1952
0,211,307,-49302,1963
0,212,309,-49650,1975
0,213,311,-49885,1986
0,214,30,215,313,-50158,2000

2,-50158,1998
0,216,314,-50555,2009
0,217,316,-50817,2021
0,218,317,-51040,2032
0,219,319,-51346,2044
0,220,321,-51694,2055
0,221,322,-52011,2067
0,222,324,-52257,2078
0,223,326,-52511,2089
0,224,327,-52511,2100
0,225,327,-52869,2101
0,226,329,-53194,2113
0,227,331,-53433,2124
0,228,332,-53686,2136
0,229,334,-53998,2147
0,230,336,-54341,2159
0,231,337,-54639,2170
0,232,339,-54880,2181
0,233,341,-55138,2193
0,234,342,-55138,2200
0,235,342,-55498,2205
0,236,344,-55778,2216
0,237,346,-56023,2227
0,238,347,-56294,2239
0,239,349,-56606,2250
0,240,351,-56922,2262
0,241,352,-57191,2273
0,242,354,-57437,2285
0,243,356,-57714,0,244,356,-57714,2300
2296
0,245,357,-58066,2308
0,246,359,-58316,2319
0,247,361,-58561,2331
0,248,362,-58848,2342
0,249,364,-59170,2354
0,250,366,-59459,2365
0,251,367,-59704,2377
0,252,369,-59955,2388
0,254,371,-60248,2400
0,253,371,-60248,2399
0,255,372,-60584,2411
0,256,374,-60816,2423
0,257,376,-61065,2434
0,258,377,-61360,2446
0,259,379,-61679,2457
0,260,381,-61949,2469
0,261,382,-62179,2480
0,262,384,-62437,2491
0,263,385,-62437,2500
0,264,386,-62792,2503
0,265,387,-63063,2515
0,266,389,-63292,2526
0,267,391,-63552,2538
0,268,392,-63870,2549
0,269,394,-64186,2561
0,270,396,-64446,2572
0,271,397,-64675,2583
0,272,399,-64946,2595
0,273,400,-64946,2600
0,274,401,-65303,2606
0,275,402,-65559,2618
0,276,404,-65786,2629
0,277,406,-66063,2641
0,278,407,-66388,2652
0,279,409,-66690,2664
0,280,411,-66942,2675
0,281,412,-67179,2687
0,282,0,283,414,-67465,2700
414,-67465,2698
0,284,416,-67805,2710
0,285,417,-68041,2721
0,286,419,-68280,2733
0,287,421,-68571,2744
0,288,422,-68892,2756
0,289,424,-69177,2767
0,290,426,-69407,2778
0,291,427,-69661,2790
0,292,429,-69661,2800
0,293,429,-70012,2802
0,294,431,-70288,2813
0,295,432,-70510,2825
0,296,434,-70771,2836
0,297,436,-71089,2848
0,298,437,-71412,2859
0,299,439,-71682,2870
0,300,441,-71911,2882
0,301,442,-72185,2893
0,302,443,-72185,2900
0,303,444,-72560,2905
0,304,446,-72856,2917
0,305,447,-73078,2928
0,306,449,-73299,2939
0,307,451,-73596,2951
0,308,452,-73968,2962
0,309,454,-74267,2974
0,310,455,-74503,2985
0,311,457,-70,312,458,-74753,3000
4753,2997
0,313,459,-75042,3008
0,314,460,-75345,3020
0,315,462,-75629,3031
0,316,464,-75899,3043
0,317,465,-76188,3054
0,318,467,-76530,3065
0,319,469,-76854,3076
0,320,470,-77072,3087
0,321,472,0,322,472,-77324,3100
-77324,3097
0,323,474,-77672,3108
0,324,475,-77909,3118
0,325,477,-78104,3127
0,326,479,-78313,3136
0,327,480,-78548,3146
0,328,482,-78819,3154
0,329,483,-79073,3163
0,330,485,-79222,3171
0,331,487,-79414,3179
0,332,488,-79654,3187
0,333,490,-79888,3194
0,334,491,-79888,3200
0,335,491,-80076,3201
0,336,493,-80214,3208
LOG:service=motion,state=start_move,status=running
[FLOW start_move running]
