SWV ITM Data Console - ITM Port: 0
OG:service=safety,state=init,status=normal
LOG:service=home,state=init,status=ok
LOG:service=probe,state=init,status=ok
LOG:service=motion,state=init,status=timers_ready
[FLOW queue_add ok id=2 dir=0x07 V=(0,0,8) S=(0,0,102400) depth=1]
LOG:service=motion,state=queue_add,status=frame=2 dirMask=0x07 queue=1
[FLOW start_move request depth=1 active=0 ids=(2) ]
[FLOW begin_segment id=2 dirMask=0x07 V(x,y,z)=(0,0,8) S(x,y,z)=(0,0,102400) ]
[FLOW pop_next id=2 remaining=0]\r\n2,1,0,-1,1
2,2,0,-1,1
2,3,1,0,2
2,4,3,-2,3
2,5,4,-2,5
2,6,6,-3,7
2,7,7,-4,10
2,8,9,-6,12
2,9,10,-9,15
2,10,12,-12,18
2,11,14,-16,22
2,12,15,-18,26
2,13,17,-21,31
2,14,19,-24,35
2,15,20,-27,40
2,16,22,-29,45
2,17,23,-31,51
2,18,25,-33,57
2,19,27,-36,63
2,20,28,-37,69
2,21,30,-39,76
2,22,32,-41,83
2,23,33,-42,90
2,24,35,-42,25,35,-43,100
3,98
2,26,37,-44,106
2,27,38,-45,114
2,28,40,-46,123
2,29,42,-47,131
2,30,44,-47,141
2,31,45,-48,150
2,32,47,-50,160
2,33,49,-51,170
2,34,50,-53,180
2,35,52,-54,191
2,36,54,-54,200
2,37,54,-57,202
2,38,56,-60,213
2,39,57,-66,225
2,40,59,-72,237
2,41,61,-82,248
2,42,63,-93,260
2,43,64,-103,272
2,44,66,-114,284
2,45,68,-121,2,46,68,-121,300
296
2,47,70,-128,308
2,48,71,-131,320
2,49,73,-135,332
2,50,75,-137,344
2,51,77,-139,356
2,52,78,-140,368
2,53,80,-142,380
2,54,82,-143,392
2,55,83,-143,400
2,56,83,-144,404
2,57,85,-145,416
2,58,87,-146,428
2,59,89,-149,440
2,60,90,-151,452
2,61,92,-155,464
2,62,94,-159,476
2,63,96,-165,488
2,64,97,-165,500
2,65,97,-173,500
2,66,99,-182,512
2,67,101,-194,524
2,68,103,-204,536
2,69,104,-215,549
2,70,106,-219,561
2,71,108,-226,573
2,72,110,-228,585
2,73,111,2,74,112,-231,600
-231,597
2,75,113,-233,609
2,76,115,-235,622
2,77,117,-236,634
2,78,119,-237,646
2,79,120,-238,658
2,80,122,-239,670
2,81,124,-241,682
2,82,126,-243,694
2,83,126,-243,700
2,84,127,-245,707
2,85,129,-249,719
2,86,131,-253,731
2,87,133,-259,743
2,88,134,-267,755
2,89,136,-278,768
2,90,138,-289,780
2,91,140,-300,792
2,92,141,-300,800
2,93,141,-310,804
2,94,143,-316,816
2,95,145,-321,829
2,96,147,-325,841
2,97,149,-327,853
2,98,150,-330,865
2,99,152,-331,877
2,100,154,-333,889
2,101,155,-333,900
2,102,156,-333,902
2,103,157,-334,914
2,104,159,-336,927
2,105,161,-337,939
2,106,163,-340,951
2,107,165,-342,964
2,108,166,-346,976
2,109,168,-350,988
2,110,170,-350,1000
2,111,170,-358,1001
2,112,172,-365,1013
2,113,174,-377,1026
2,114,175,-386,1038
2,115,177,-400,1051
2,116,179,-405,1063
2,117,181,-413,1076
2,118,183,-416,1088
2,119,184,-416,1100
2,120,185,-421,1101
2,121,186,-422,1114
2,122,188,-425,1126
2,123,190,-426,1139
2,124,192,-427,1151
2,125,194,-428,1164
2,126,195,-429,1176
2,127,197,-431,1189
2,128,199,-431,1200
2,129,199,-433,1202
2,130,201,-435,1214
2,131,203,-438,1227
2,132,205,-442,1239
2,133,206,-448,1252
2,134,208,-456,1264
2,135,210,-467,1277
2,136,212,-479,1289
2,137,213,-479,1300
2,138,214,-491,1302
2,139,215,-500,1315
2,140,217,-507,1327
2,141,219,-511,1340
2,142,221,-515,1352
2,143,223,-517,1364
2,144,225,-520,1377
2,145,226,-521,1390
2,146,228,-521,1400
2,147,228,-523,1403
2,148,230,-524,1415
2,149,232,-525,1428
2,150,234,-526,1440
2,151,235,-528,1452
2,152,237,-530,1465
2,153,239,-533,1477
2,154,241,-536,1490
2,155,242,-536,1500
2,156,243,-542,1503
2,157,245,-547,1515
2,158,246,-557,1528
2,159,248,-567,1540
2,160,250,-578,1553
2,161,252,-591,1565
2,162,254,-597,1578
2,163,255,-604,1590
2,164,257,-604,1600
2,165,257,-607,1603
2,166,259,-612,1616
2,167,261,-613,1628
2,168,263,-615,1641
2,169,265,-617,1653
2,170,266,-618,1666
2,171,268,-619,1678
2,172,270,-620,1691
2,173,271,-620,1700
2,174,272,-622,1704
2,175,274,-623,1716
2,176,276,-626,1729
2,177,277,-629,1741
2,178,279,-633,1754
2,179,281,-639,1766
2,180,283,-648,1779
2,181,285,-659,1791
2,182,286,-659,1800
2,183,286,-671,1804
2,184,288,-681,1816
2,185,290,-691,1829
2,186,292,-696,1842
2,187,294,-702,1854
2,188,296,-706,1867
2,189,297,-708,1879
2,190,299,-710,1892
2,191,300,-710,1900
2,192,301,-711,1905
2,193,303,-713,1917
2,194,305,-714,1930
2,195,306,-715,1942
2,196,308,-717,1955
2,197,310,-718,1967
2,198,312,-721,1980
2,199,314,-724,1992
2,200,315,-724,2000
2,201,316,-728,2005
2,202,317,-733,2018
2,203,319,-740,2030
2,204,321,-749,2043
2,205,323,-762,2055
2,206,325,-770,2067
2,207,326,-784,2080
2,208,328,-788,2093
2,209,329,-788,2100
2,210,330,-795,2106
2,211,332,-798,2118
2,212,334,-801,2131
2,213,336,-804,2143
2,214,337,-804,2155
2,215,339,-807,2168
2,216,341,-807,2181
2,217,343,-809,2193
2,218,344,-809,2200
2,219,345,-810,2206
2,220,347,-811,2219
2,221,348,-814,2231
2,222,350,-816,2244
2,223,352,-820,2256
2,224,354,-824,2269
2,225,356,-831,2281
2,226,357,-840,2294
2,227,358,-840,2300
2,228,359,-852,2306
2,229,361,-862,2319
2,230,363,-875,2331
2,231,365,-882,2344
2,232,367,-889,2356
2,233,368,-892,2369
2,234,370,-896,2381
2,235,372,-898,2394
2,236,373,-898,2400
2,237,374,-900,2406
2,238,376,-902,2419
2,239,377,-902,2431
2,240,379,-904,2444
2,241,381,-905,2456
2,242,383,-906,2469
2,243,385,-908,2481
2,244,386,-910,2494
2,245,387,-910,2500
2,246,388,-914,2506
2,247,390,-918,2519
2,248,392,-923,2531
2,249,394,-930,2544
2,250,396,-939,2557
2,251,397,-952,2569
2,252,399,-961,2582
2,253,401,-974,2594
2,254,402,-974,2600
2,255,403,-978,2607
2,256,405,-985,2619
2,257,406,-988,2632
2,258,408,-992,2644
2,259,410,-994,2657
2,260,412,-995,2669
2,261,414,-997,2682
2,262,416,-997,2694
2,263,416,-997,2700
2,264,417,-999,2707
2,265,419,-1000,2719
2,266,421,-1001,2732
2,267,423,-1004,2745
2,268,425,-1006,2757
2,269,427,-1010,2770
2,270,428,-1015,2783
2,271,430,-1022,2,272,431,-1022,2800
2795
2,273,432,-1031,2809
2,274,434,-1044,2821
2,275,436,-1054,2834
2,276,438,-1067,2846
2,277,439,-1073,2859
2,278,441,-1080,2872
2,279,443,-1083,2885
2,280,4452,281,445,-1087,2900
,-1087,2897
2,282,447,-1089,2910
2,283,449,-1091,2923
2,284,451,-1093,2935
2,285,452,-1093,2948
2,286,454,-1095,2961
2,287,456,-1096,2973
2,288,458,-1098,2986
22,290,460,-1100,3000
,289,460,-1100,2999
2,291,462,-1102,3012
2,292,463,-1107,3025
2,293,465,-1111,3037
2,294,467,-1118,3050
2,295,469,-1127,3063
2,296,471,-1139,3075
2,297,473,-1148,3088
2,298,474,-1148,3100
2,299,475,-1163,3101
2,300,476,-1166,3113
2,301,478,-1175,3126
2,302,480,-1177,3139
2,303,482,-1181,3152
2,304,484,-1183,3164
2,305,486,-1185,3177
2,306,487,-1186,3189
2,307,489,-1186,3200
2,308,489,-1187,3202
2,309,491,-1189,3215
2,310,493,-1190,3228
2,311,495,-1191,3240
2,312,497,-1193,3253
2,313,498,-1196,3266
2,314,500,-1199,3278
2,315,502,-1204,3291
2,316,503,-1204,3300
2,317,504,-1211,3304
2,318,506,-1219,3317
2,319,508,-1232,3329
2,320,509,-1242,3342
2,321,511,-1255,3355
2,322,513,-1262,3367
2,323,515,-1269,3380
2,324,517,-1272,3393
2,325,518,-1272,3400
2,326,519,-1276,3406
2,327,521,-1278,3418
2,328,522,-1280,3431
2,329,524,-1282,3444
2,330,526,-1282,3456
2,331,528,-1284,3469
2,332,530,-1285,3482
2,333,532,-1286,34942,334,532,-1286,3500

2,335,533,-1288,3508
2,336,535,-1291,3520
2,337,537,-1294,3533
2,338,539,-1298,3545
2,339,541,-1304,3558
2,340,543,-1312,3571
2,341,544,-1322,3584
2,342,546,-1332,343,547,-1334,3600
4,3596
2,344,548,-1345,3609
2,345,550,-1355,3622
2,346,552,-1361,3634
2,347,554,-1366,3647
2,348,556,-1370,3660
2,349,557,-1372,3672
2,350,559,-1374,3685
2,351,2,352,561,-1375,3700
561,-1375,3698
2,353,563,-1377,3711
2,354,565,-1378,3723
2,355,567,-1379,3736
2,356,568,-1381,3749
2,357,570,-1382,3761
2,358,572,-1385,3774
2,359,574,-1388,3787
2,360,576,-1388,3800
2,361,576,-1392,3800
2,362,578,-1397,3812
2,363,580,-1406,3825
2,364,581,-1416,3838
2,365,583,-1429,3850
2,366,585,-1439,3863
2,367,587,-1451,3876
2,368,589,-1456,3888
2,369,590,-1456,3900
2,370,591,-1462,3901
2,371,592,-1465,3914
2,372,594,-1467,3927
2,373,596,-1470,3939
2,374,598,-1471,3952
2,375,600,-1473,3965
2,376,602,-1474,3977
2,377,603,-1475,3990
2,378,605,-1475,4000
2,379,605,-1477,4003
2,380,607,-1478,4016
2,381,609,-1481,4028
2,382,611,-1484,4041
2,383,613,-1489,4054
2,384,615,-1494,4066
2,385,616,-1501,4079
2,386,618,-1511,4092
2,387,619,-1511,4100
2,388,620,-1524,4105
2,389,622,-1533,4117
2,390,624,-1546,4130
2,391,626,-1550,4143
2,392,627,-1557,4155
2,393,629,-1559,4168
2,394,631,-1562,4181
2,395,633,-1565,4193
2,396,634,-1565,4200
2,397,635,-1566,4207
2,398,637,-1568,4219
2,399,639,-1568,4232
2,400,640,-1569,4244
2,401,642,-1571,4257
2,402,644,-1572,4270
2,403,646,-1575,4283
2,404,648,-1577,422,405,648,-1577,4300
95
2,406,650,-1581,4308
2,407,651,-1588,4321
2,408,653,-1594,4334
2,409,655,-1605,4346
2,410,657,-1617,4359
2,411,659,-1628,4372
2,412,661,-1639,4384
2,413,662,2,414,663,-1645,4400
-1645,4397
2,415,664,-1651,4410
2,416,666,-1656,4423
2,417,668,-1657,4435
2,418,670,-1661,4448
2,419,672,-1661,4461
2,420,674,-1663,4473
2,421,675,-1664,4486
2,2,423,677,-1665,4500
422,677,-1665,4499
2,424,679,-1667,4512
2,425,681,-1668,4524
2,426,683,-1671,4537
2,427,685,-1673,4550
2,428,686,-1677,4563
2,429,688,-1682,4575
2,430,690,-1689,4588
2,431,692,-1689,4600
2,432,692,-1699,4601
2,433,694,-1709,4613
2,434,696,-1720,4626
2,435,698,-1732,4639
2,436,699,-1738,4651
2,437,701,-1745,4664
2,438,703,-1749,4677
2,439,705,-1752,4690
2,440,706,-1752,4700
2,441,707,-1755,4702
2,442,709,-1756,4715
2,443,710,-1757,4728
2,444,712,-1758,4740
2,445,714,-1759,4753
2,446,716,-1761,4766
2,447,718,-1762,4778
2,448,720,-1764,4791
2,449,721,-1764,4800
2,450,721,-1767,4804
2,451,723,-1770,4817
2,452,725,-1775,4829
2,453,727,-1782,4842
2,454,729,-1791,4855
2,455,731,-1803,4867
2,456,733,-1814,4880
2,457,734,-1826,4893
2,458,735,-1826,4900
2,459,736,-1833,4906
2,460,738,-1841,4918
2,461,740,-1843,4931
2,462,742,-1848,4944
2,463,744,-1849,4956
2,464,745,-1851,4969
2,465,747,-1853,4982
2,466,749,-1854,49942,467,750,-1854,5000

2,468,751,-1855,5008
2,469,753,-1856,5020
2,470,755,-1858,5033
2,471,757,-1860,5046
2,472,758,-1863,5058
2,473,760,-1867,5071
2,474,762,-1871,5084
2,475,764,-12,476,764,-1878,5100

78,5096
2,477,766,-1886,5109
2,478,768,-1898,5122
2,479,769,-1907,5135
2,480,771,-1921,5147
2,481,773,-1927,5160
2,482,775,-1934,5173
2,483,777,-1937,5185
2,4842,485,779,-1942,5200
,779,-1942,5198
2,486,781,-1943,5211
2,487,782,-1946,5224
2,488,784,-1947,5236
2,489,786,-1948,5249
2,490,788,-1950,5262
2,491,790,-1950,5274
2,492,792,-1952,5287
2,493,793,-1952,5300
2,494,793,-1954,5300
2,495,795,-1956,5313
2,496,797,-1960,5325
2,497,799,-1964,5338
2,498,801,-1971,5351
2,499,803,-1979,5363
2,500,804,-1991,5376
2,501,806,-2002,5389
2,502,808,-2002,5400
2,503,808,-2015,5402
2,504,810,-2021,5414
