2,228,-40553,1412
0,230,-40585,1428
1,230,5075,1425
2,229,-40563,1423
0,232,-40591,1439
1,231,5077,1436
2,231,-40572,1434
0,233,-40601,1450
1,233,5077,1447
2,233,-40580,1444
0,235,-40606,1461
1,234,5078,1458
2,234,-40585,1455
0,236,-40611,1471
1,236,5079,1469
2,236,-40589,1466
0,238,-40615,1482
1,238,5079,1480
2,237,-40592,1477
0,240,-40618,1493
1,239,5079,1491
2,239,-40594,1488
0,240,-40618,1500
1,241,5079,1500
0,241,-40621,1505
1,241,5079,1502
2,240,-40597,1499
2,241,-40597,1500
0,243,-40623,1516
1,242,5079,1513
2,242,-40598,1510
0,244,-40626,1527
1,244,5080,1524
2,244,-40599,1521
0,246,-40628,1537
1,246,5080,1535
2,245,-40600,1532
0,248,-40629,1548
1,247,5080,1546
2,247,-40601,1543
0,249,-40631,1559
1,249,5081,1557
2,248,-40601,1554
0,251,-40633,1570
1,250,5081,1568
2,250,-40603,1565
0,252,-40634,1581
1,252,5081,1578
2,252,-40604,1576
0,254,-40636,1592
1,254,5081,1589
2,253,-40606,1587
0,255,-40636,1600
1,255,5081,1600
0,256,-40639,1603
1,255,5081,1601
2,255,-40609,1598
2,255,-40609,1600
0,257,-40642,1615
1,257,5082,1612
2,256,-40611,1609
0,259,-40645,1626
1,258,5083,1623
2,258,-40615,1620
0,260,-40649,1636
1,260,5083,1634
2,260,-40619,1631
0,262,-40655,1647
1,262,5084,1645
2,261,-40625,1642
0,264,-40661,1658
1,263,5085,1656
2,263,-40634,1653
0,265,-40670,1669
1,265,5087,1667
2,264,-40644,1664
0,267,-40680,1680
1,266,5087,1677
2,266,-40652,1675
0,268,-40688,1691
1,268,5089,1688
2,267,-40664,1686
0,269,-40688,1700
0,270,-40696,1702
1,269,5089,1699
1,270,5089,1700
2,269,-40671,1697
2,270,-40671,1700
0,272,-40701,1714
1,271,5090,1711
2,271,-40677,1708
0,273,-40708,1725
1,273,5091,1722
2,272,-40682,1719
0,275,-40712,1736
1,274,5091,1733
2,274,-40685,1730
0,276,-40715,1746
1,276,5091,1744
2,275,-40688,1741
0,278,-40721,1757
1,277,5092,1754
2,277,-40690,1752
0,279,-40724,1768
1,279,5093,1765
2,279,-40691,1763
0,281,-40727,1779
1,281,5093,1776
2,280,-40693,1773
0,283,-40730,1789
1,282,5093,1787
2,282,-40694,1784
0,284,-40730,1800
0,284,-40732,1801
1,284,5093,1798
2,283,-40695,1795
1,284,5093,1800
2,284,-40695,1800
0,286,-40734,1812
1,285,5093,1809
2,285,-40696,1806
0,287,-40736,1822
1,287,5093,1820
2,287,-40697,1817
0,289,-40737,1833
1,288,5093,1830
2,288,-40698,1828
0,290,-40739,1844
1,290,5093,1841
2,290,-40700,1839
0,292,-40741,1855
1,292,5094,1852
2,291,-40702,1849
0,294,-40743,1865
1,293,5095,1863
2,293,-40704,1860
0,295,-40746,1876
1,295,5095,1874
2,294,-40707,1871
0,297,-40750,1887
1,296,5095,1884
2,296,-40711,1882
0,298,-40755,1898
1,298,5097,1895
2,297,-40717,1892
0,298,-40755,1900
1,299,5097,1900
2,299,-40717,1900
0,300,-40762,1909
1,300,5097,1906
2,299,-40725,1904
0,301,-40769,1920
1,301,5099,1917
2,301,-40734,1915
0,303,-40777,1931
1,303,5099,1928
2,302,-40743,1926
0,305,-40786,1942
1,304,5101,1939
2,304,-40754,1937
0,306,-40793,1953
1,306,5101,1950
2,305,-40763,1947
0,308,-40801,1964
1,307,5103,1961
2,307,-40770,1958
0,309,-40806,1974
1,309,5103,1972
2,309,-40775,1969
0,311,-40811,1985
1,311,5103,1983
2,310,-40779,1980
0,313,-40814,1996
1,312,5104,1993
2,312,-40782,1991
0,313,-40814,2000
1,313,5104,2000
2,313,-40782,2000
0,314,-40817,2008
1,314,5105,2005
2,313,-40785,2002
0,316,-40820,2019
1,315,5105,2016
2,315,-40786,2013
0,317,-40822,2029
1,317,5105,2027
2,317,-40788,2024
0,319,-40823,2040
1,319,5105,2038
2,318,-40789,2035
0,320,-40825,2051
1,320,5105,2049
2,320,-40790,2046
0,322,-40826,2062
1,322,5105,2060
2,321,-40791,2057
0,324,-40827,2073
1,323,5105,2071
2,323,-40792,2068
0,325,-40828,2084
1,325,5106,2082
2,325,-40793,2079
0,327,-40830,2095
1,326,5106,2092
2,326,-40795,2090
0,327,-40830,2100
1,328,5106,2100
2,328,-40795,2100
0,329,-40833,2107
1,328,5107,2104
2,328,-40797,2101
0,330,-40835,2117
1,330,5107,2115
2,329,-40799,2112
0,332,-40838,2128
1,331,5107,2126
2,331,-40802,2123
0,333,-40842,2139
1,333,5108,2136
2,332,-40806,2134
0,335,-40847,2150
1,334,5109,2147
2,334,-40811,2144
0,336,-40854,2161
1,336,5110,2158
2,336,-40817,2155
0,338,-40862,2172
1,338,5111,2169
2,337,-40826,2166
0,340,-40872,2183
1,339,5112,2180
2,339,-40838,2177
0,341,-40881,2193
1,341,5113,2191
2,340,-40844,2188
0,342,-40881,2200
1,342,5113,2200
0,343,-40891,2205
1,342,5114,2202
2,342,-40857,2199
2,342,-40857,2200
0,344,-40898,2216
1,344,5115,2213
2,344,-40863,2210
0,346,-40904,2227
1,346,5115,2224
2,345,-40868,2221
0,347,-40909,2237
1,347,5116,2235
2,347,-40873,2232
0,349,-40913,2248
1,349,5117,2245
2,348,-40875,2243
0,351,-40918,2259
1,350,5117,2256
2,350,-40878,2253
0,352,-40922,2270
1,352,5117,2267
2,351,-40880,2264
0,354,-40924,2281
1,353,5117,2278
2,353,-40882,2275
0,355,-40927,2292
1,355,5117,2289
2,355,-40883,2286
0,356,-40927,2300
0,357,-40929,2302
1,357,5117,2300
1,357,5117,2300
2,356,-40885,2297
2,357,-40885,2300
0,359,-40931,2314
1,358,5118,2311
2,358,-40885,2308
0,360,-40932,2324
1,360,5118,2322
2,359,-40886,2319
0,362,-40934,2335
1,361,5118,2333
2,361,-40888,2330
0,363,-40935,2346
1,363,5119,2343
2,362,-40889,2341
0,365,-40938,2357
1,364,5119,2354
2,364,-40890,2352
0,366,-40940,2368
1,366,5119,2365
2,366,-40892,2362
0,368,-40943,2379
1,368,5119,2376
2,367,-40895,2373
0,370,-40946,2389
1,369,5120,2387
2,369,-40898,2384
0,371,-40946,2400
0,371,-40951,2400
1,371,5121,2397
2,370,-40903,2395
1,371,5121,2400
2,371,-40903,2400
0,373,-40956,2412
1,372,5121,2409
2,372,-40909,2406
0,374,-40963,2422
1,374,5123,2419
2,373,-40916,2417
0,376,-40969,2433
1,375,5124,2430
2,375,-40926,2427
0,377,-40977,2444
1,377,5125,2441
2,377,-40934,2438
0,379,-40987,2454
1,379,5126,2451
2,378,-40945,2449
0,381,-40994,2465
1,380,5127,2462
2,380,-40953,2460
0,382,-41003,2476
1,382,5127,2473
2,381,-40961,2471
0,384,-41009,2487
1,383,5128,2484
2,383,-40965,2481
0,385,-41013,2498
1,385,5129,2495
2,384,-40969,2492
0,385,-41013,2500
1,386,5129,2500
2,386,-40969,2500
0,387,-41018,2509
1,387,5129,2507
2,386,-40973,2504
0,389,-41021,2520
1,388,5129,2518
2,388,-40975,2515
0,390,-41024,2531
1,390,5129,2529
2,389,-40976,2526
0,392,-41026,2542
1,391,5130,2539
2,391,-40978,2537
0,393,-41028,2553
1,393,5130,2550
2,392,-40979,2548
0,395,-41030,2564
1,394,5130,2561
2,394,-40980,2558
0,396,-41031,2575
1,396,5131,2572
2,396,-40981,2569
0,398,-41033,2585
1,398,5131,2583
2,397,-40981,2580
0,400,-41034,2596
1,399,5131,2594
2,399,-40983,2591
0,400,-41034,2600
1,400,5131,2600
2,400,-40983,2600
0,401,-41036,2608
1,401,5131,2606
2,400,-40985,2603
0,403,-41038,2619
1,402,5131,2617
2,402,-40986,2614
0,404,-41041,2630
1,404,5131,2627
2,404,-40988,2625
0,406,-41045,2641
1,406,5132,2638
2,405,-40991,2636
0,408,-41049,2652
1,407,5133,2650
2,407,-40995,2647
0,409,-41054,2663
1,409,5133,2661
2,408,-41000,2658
0,411,-41061,2674
1,410,5135,2671
2,410,-41007,2669
0,412,-41068,2685
1,412,5135,2682
2,412,-41014,2680
0,414,-41077,2696
1,414,5137,2693
2,413,-41027,2690
0,414,-41077,2700
1,415,5137,2700
2,415,-41027,2700
0,416,-41088,2708
1,415,5138,2705
2,415,-41037,2702
0,417,-41094,2719
1,417,5139,2716
2,416,-41045,2713
0,419,-41102,2730
1,419,5140,2727
2,418,-41054,2724
0,420,-41107,2740
1,420,5141,2738
2,420,-41058,2735
0,422,-41113,2751
1,422,5141,2749
2,421,-41063,2746
0,424,-41118,2762
1,423,5141,2759
2,423,-41066,2757
0,425,-41121,2773
1,425,5142,2770
2,424,-41068,2768
0,427,-41124,2784
1,426,5142,2781
2,426,-41070,2778
0,428,-41127,2795
1,428,5143,2792
2,428,-41071,2789
0,429,-41127,2800
1,429,5143,2800
2,429,-41071,2800
0,430,-41129,2806
1,430,5143,2804
2,429,-41073,2801
0,432,-41131,2817
1,431,5143,2815
2,431,-41074,2812
0,433,-41132,2828
1,433,5143,2825
2,432,-41075,2823
0,435,-41133,2839
1,434,5143,2836
2,434,-41076,2833
0,436,-41135,2850
1,436,5143,2847
2,436,-41077,2844
0,438,-41137,2860
1,437,5143,2858
2,437,-41078,2855
0,439,-41139,2871
1,439,5144,2868
2,439,-41080,2866
0,441,-41141,2882
1,441,5144,2879
2,440,-41082,2877
0,443,-41144,2893
1,442,5145,2890
2,442,-41085,2887
0,444,-41144,2900
1,444,5145,2900
0,444,-41148,2904
1,444,5145,2901
2,443,-41089,2899
2,444,-41089,2900
0,446,-41153,2915
1,445,5146,2912
2,445,-41093,2909
0,447,-41159,2926
1,447,5147,2923
2,446,-41099,2920
0,449,-41165,2936
1,448,5148,2934
2,448,-41106,2931
0,450,-41174,2947
1,450,5149,2944
2,450,-41117,2941
0,452,-41181,2958
1,452,5150,2955
2,451,-41125,2952
0,453,-41191,2968
1,453,5151,2966
2,453,-41136,2963
0,455,-41198,2979
1,455,5152,2976
2,454,-41144,2974
0,457,-41205,2990
1,456,5153,2988
2,456,-41151,2985
0,458,-41205,3000
0,458,-41211,3001
1,458,5153,2999
2,457,-41157,2996
1,458,5153,3000
2,458,-41157,3000
0,460,-41215,3013
1,460,5153,3010
2,459,-41160,3007
0,461,-41219,3023
1,461,5154,3021
2,461,-41163,3018
0,463,-41221,3034
1,463,5155,3032
2,462,-41165,3029
0,465,-41223,3045
1,464,5155,3042
2,464,-41167,3040
0,466,-41225,3056
1,466,5155,3053
2,465,-41168,3051
0,468,-41226,3067
1,467,5155,3064
2,467,-41169,3061
0,469,-41228,3078
1,469,5155,3075
2,469,-41170,3072
0,471,-41229,3088
1,471,5155,3086
2,470,-41171,3083
0,472,-41231,3099
0,473,-41231,3100
1,472,5156,3097
2,472,-41172,3094
1,473,5156,3100
2,473,-41172,3100
0,474,-41232,3111
1,474,5156,3108
2,473,-41174,3105
0,476,-41234,3121
1,475,5156,3119
2,475,-41175,3116
0,477,-41236,3132
1,477,5157,3130
2,476,-41177,3127
0,479,-41239,3143
1,478,5157,3140
2,478,-41180,3138
0,480,-41243,3154
1,480,5157,3151
2,480,-41183,3149
0,482,-41247,3165
1,482,5159,3162
2,481,-41187,3160
0,484,-41252,3176
1,483,5159,3173
2,483,-41192,3170
0,485,-41259,3187
1,485,5160,3184
2,484,-41199,3181
0,487,-41267,3198
1,486,5161,3195
2,486,-41207,3192
0,487,-41267,3200
1,487,5161,3200
2,487,-41207,3200
0,488,-41279,3209
1,488,5163,3206
2,488,-41219,3204
0,490,-41289,3220
1,490,5163,3217
2,489,-41229,3215
0,492,-41298,3231
1,491,5165,3228
2,491,-41237,3225
0,493,-41307,3242
1,493,5165,3239
2,492,-41245,3236
0,495,-41313,3252
1,494,5165,3250
2,494,-41249,3247
0,496,-41318,3263
1,496,5166,3261
2,495,-41254,3258
0,498,-41323,3274
1,497,5167,3272
2,497,-41257,3269
0,499,-41325,3285
1,499,5167,3282
2,499,-41259,3280
0,501,-41329,3296
1,501,5167,3293
2,500,-41261,3291
0,502,-41329,3300
1,502,5167,3300
2,502,-41261,3300
0,503,-41331,3308
1,502,5167,3305
2,502,-41263,3302
0,504,-41333,3319
1,504,5167,3316
2,503,-41264,3313
0,506,-41335,3329
1,505,5167,3327
2,505,-41265,3324
0,507,-41336,3340
1,507,5168,3338
2,507,-41266,3335
0,509,-41337,3351
1,509,5168,3348
2,508,-41267,3346
0,511,-41339,3362
1,510,5169,3359
2,510,-41268,3357
0,512,-41340,3373
1,512,5169,3370
2,511,-41270,3368
0,514,-41342,3384
1,513,5169,3381
2,513,-41271,3379
0,515,-41345,3395
1,515,5169,3392
2,515,-41274,3389
0,516,-41345,3400
1,516,5169,3400
2,516,-41274,3400
0,517,-41348,3406
1,517,5170,3403
2,516,-41277,3401
0,519,-41351,3417
1,518,5171,3414
2,518,-41280,3411
0,520,-41355,3427
1,520,5171,3425
2,519,-41285,3422
0,522,-41360,3438
1,521,5172,3435
2,521,-41291,3433
0,523,-41367,3449
1,523,5173,3446
2,522,-41299,3443
0,525,-41374,3459
1,524,5174,3457
2,524,-41309,3454
0,526,-41381,3470
1,526,5175,3468
2,525,-41318,3465
0,528,-41390,3481
1,527,5176,3479
2,527,-41329,3476
0,529,-41397,3492
1,529,5177,3489
2,529,-41336,3487
0,531,-41397,3500
1,531,5177,3500
0,531,-41406,3503
1,531,5178,3501
2,530,-41344,3498
2,531,-41344,3500
0,533,-41413,3514
1,532,5178,3512
2,532,-41348,3509
0,534,-41419,3525
1,534,5179,3523
2,533,-41351,3520
0,536,-41424,3536
1,535,5179,3533
2,535,-41354,3531
0,537,-41428,3547
1,537,5179,3544
2,537,-41356,3541
0,539,-41432,3558
1,539,5179,3555
2,538,-41358,3552
0,540,-41435,3568
1,540,5180,3565
2,540,-41359,3563
0,542,-41437,3579
1,542,5180,3576
2,541,-41360,3574
0,544,-41438,3590
1,543,5180,3587
2,543,-41361,3584
0,545,-41438,3600
0,545,-41439,3601
1,545,5181,3598
2,544,-41362,3596
1,545,5181,3600
2,545,-41362,3600
0,547,-41440,3612
1,546,5181,3610
2,546,-41363,3607
0,548,-41441,3623
1,548,5181,3621
2,548,-41364,3618
0,550,-41443,3634
1,550,5181,3632
2,549,-41366,3629
0,552,-41446,3646
1,551,5181,3643
2,551,-41367,3640
0,553,-41448,3657
1,553,5181,3654
2,552,-41370,3651
0,555,-41452,3668
1,555,5182,3665
2,554,-41373,3662
0,556,-41456,3678
1,556,5183,3676
2,556,-41377,3673
0,558,-41461,3689
1,558,5183,3687
2,557,-41382,3684
0,560,-41461,3700
0,560,-41468,3700
1,559,5185,3698
2,559,-41390,3695
1,560,5185,3700
2,560,-41390,3700
0,561,-41476,3712
1,561,5186,3709
2,561,-41399,3706
0,563,-41485,3723
1,562,5187,3720
2,562,-41410,3717
0,564,-41492,3733
1,564,5189,3731
2,564,-41418,3728
0,566,-41501,3744
1,566,5189,3742
2,565,-41429,3739
0,568,-41509,3755
1,567,5190,3753
2,567,-41436,3750
0,569,-41514,3766
1,569,5191,3764
2,568,-41440,3761
0,571,-41520,3777
1,570,5191,3775
2,570,-41445,3772
0,572,-41525,3788
1,572,5191,3785
2,572,-41447,3783
0,574,-41528,3799
1,574,5192,3796
0,574,-41528,3800
2,573,-41450,3794
1,574,5192,3800
2,574,-41450,3800
0,576,-41532,3811
1,575,5192,3808
2,575,-41452,3805
0,577,-41536,3821
1,577,5193,3819
2,576,-41453,3816
0,579,-41538,3832
1,578,5193,3830
2,578,-41454,3827
0,580,-41539,3843
1,580,5193,3841
2,580,-41455,3838
0,582,-41541,3854
1,582,5193,3852
2,581,-41456,3849
0,584,-41543,3865
1,583,5193,3862
2,583,-41457,3860
0,585,-41544,3876
1,585,5193,3873
2,584,-41459,3871
0,587,-41545,3887
1,586,5193,3884
2,586,-41460,3881
0,588,-41547,3898
1,588,5194,3895
2,587,-41462,3892
0,589,-41547,3900
1,589,5194,3900
2,589,-41462,3900
0,590,-41550,3909
1,590,5195,3907
2,589,-41464,3904
0,591,-41553,3920
1,591,5195,3917
2,591,-41467,3915
0,593,-41557,3931
1,593,5195,3928
2,592,-41471,3926
0,595,-41562,3942
1,594,5196,3939
2,594,-41476,3936
0,596,-41568,3953
1,596,5197,3950
2,595,-41482,3947
0,598,-41575,3964
1,597,5198,3961
2,597,-41490,3958
0,599,-41583,3974
1,599,5199,3972
2,599,-41500,3969
0,601,-41591,3985
1,601,5200,3982
2,600,-41509,3980
0,602,-41599,3996
1,602,5201,3993
2,602,-41521,3990
0,603,-41599,4000
1,603,5201,4000
2,603,-41521,4000
0,604,-41610,4007
1,604,5202,4005
2,603,-41529,4002
0,606,-41616,4018
1,605,5203,4016
2,605,-41534,4013
0,607,-41620,4029
1,607,5203,4026
2,607,-41539,4024
0,609,-41625,4040
1,608,5204,4037
2,608,-41542,4034
0,610,-41628,4051
1,610,5204,4048
2,610,-41544,4045
0,612,-41630,4061
1,612,5205,4058
2,611,-41547,4056
0,614,-41632,4072
1,613,5205,4069
2,613,-41548,4066
0,615,-41633,4083
1,615,5205,4080
2,614,-41549,4077
0,617,-41634,4093
1,616,5205,4090
2,616,-41550,4088
0,618,-41634,4100
1,618,5205,4100
0,618,-41636,4105
1,618,5205,4102
2,617,-41552,4099
2,618,-41552,4100
0,620,-41637,4115
1,619,5205,4112
2,619,-41553,4110
0,621,-41639,4126
1,621,5206,4123
2,621,-41554,4121
0,623,-41640,4137
1,623,5206,4135
2,622,-41555,4132
0,625,-41641,4148
1,624,5207,4146
2,624,-41557,4143
0,626,-41644,4159
1,626,5207,4156
2,625,-41559,4154
0,628,-41646,4170
1,627,5207,4167
2,627,-41561,4164
0,629,-41650,4181
1,629,5208,4178
2,629,-41564,4175
0,631,-41654,4192
1,630,5209,4189
2,630,-41569,4186
0,632,-41654,4200
0,632,-41659,4202
1,632,5209,4200
1,632,5209,4200
2,632,-41575,4197
2,632,-41575,4200
0,634,-41666,4213
1,634,5210,4211
2,633,-41581,4208
0,636,-41674,4224
1,635,5211,4222
2,635,-41592,4219
0,637,-41682,4235
1,637,5213,4232
2,636,-41601,4230
0,639,-41692,4246
1,638,5213,4243
2,638,-41611,4240
0,640,-41701,4257
1,640,5215,4254
2,640,-41619,4251
0,642,-41709,4268
