0,1,0,19,1
0,2,0,28,1
0,3,2,42,2
0,4,3,57,4
0,5,4,70,5
0,6,6,74,7
0,7,7,70,10
0,8,8,70,12
0,9,10,71,15
0,10,11,72,18
0,11,13,71,21
0,12,14,70,25
0,13,15,74,29
0,14,17,78,33
0,15,18,82,37
0,16,20,84,42
0,17,21,85,47
0,18,23,86,52
0,19,24,84,58
0,20,26,75,64
0,21,27,70,70
0,22,29,68,76
0,23,30,69,83
0,24,32,67,89
0,25,33,61,96
0,26,34,61,100
0,27,35,55,104
0,28,36,54,112
0,29,38,55,120
0,30,39,53,128
0,31,41,48,136
0,32,42,44,145
0,33,44,41,154
0,34,45,41,163
0,35,47,38,173
0,36,48,33,182
0,37,50,29,192
0,38,51,29,200
0,39,51,27,203
0,40,53,24,213
0,41,54,20,224
0,42,56,16,234
0,43,57,15,244
0,44,59,10,255
0,45,60,7,265
0,46,62,4,276
0,47,63,2,286
0,48,65,2,296
0,49,65,2,300
0,50,66,7,307
0,51,68,10,317
0,52,69,13,328
0,53,71,17,338
0,54,72,21,349
0,55,74,26,359
0,56,76,30,370
0,57,77,34,380
0,58,79,39,391
0,59,80,39,400
0,60,80,44,402
0,61,82,48,412
0,62,83,52,423
0,63,85,56,433
0,64,86,61,444
0,65,88,65,454
0,66,89,69,465
0,67,91,73,475
0,68,92,77,486
0,71,96,87,507
0,72,97,90,518
0,73,99,95,528
0,74,100,101,539
0,75,102,106,550
0,76,103,107,561
0,77,105,111,572
0,78,106,115,582
0,79,108,120,593
0,80,109,120,600
0,81,110,125,604
0,82,111,131,615
0,83,113,135,626
0,84,114,138,637
0,85,116,141,648
0,86,117,146,659
0,87,119,151,669
0,88,121,156,680
0,89,122,159,691
0,90,123,159,700
0,91,124,164,702
0,92,125,169,713
0,93,127,173,724
0,94,129,177,735
0,95,130,182,746
0,96,132,186,756
0,97,133,191,767
0,98,135,196,778
0,99,136,200,789
0,100,138,200,800
0,101,138,205,800
0,102,140,209,811
0,103,141,214,822
0,104,143,217,833
0,105,144,222,844
0,106,146,226,855
0,107,148,230,866
0,108,149,234,877
0,109,151,239,888
0,111,152,242,900
0,112,154,246,910
0,113,156,249,921
0,114,157,254,932
0,115,159,257,943
0,116,160,262,954
0,117,162,265,965
0,118,164,269,976
0,119,165,274,987
0,122,168,283,1010
0,123,170,286,1021
0,124,172,292,1032
0,125,173,300,1043
0,126,175,308,1054
0,127,176,312,1065
0,128,178,315,1076
0,129,180,317,1088
0,132,183,332,1110
0,133,185,340,1121
0,134,186,342,1132
0,135,188,347,1143
0,136,189,350,1155
