LOG:service=safety,state=init,status=normal
LOG:service=home,state=init,status=ok
LOG:service=probe,state=init,status=ok
LOG:service=motion,state=init,status=timers_ready
[FLOW queue_add ok id=2 dir=0x07 V=(0,8,0) S=(0,102500,0) depth=1]
LOG:service=motion,state=queue_add,status=frame=2 dirMask=0x07 queue=1
[FLOW start_move request depth=1 active=0 ids=(2) ]
[FLOW begin_segment id=2 dirMask=0x07 V(x,y,z)=(0,8,0) S(x,y,z)=(0,102500,0) ]
[FLOW pop_next id=2 remaining=0]\r\n1,1,0,0,1
1,2,0,0,1
1,3,1,-1,2
1,4,3,-1,4
1,5,4,-1,5
1,6,6,-1,7
1,7,7,-1,10
1,8,9,-1,12
1,9,10,-1,15
1,10,12,-1,18
1,11,13,-1,22
1,12,15,-1,25
1,13,16,-1,29
1,14,18,-1,34
1,15,19,-1,38
1,16,21,0,43
1,17,22,0,49
1,18,24,0,54
1,19,25,1,60
1,20,27,1,65
1,21,28,1,72
1,22,30,1,78
1,23,31,1,85
1,24,33,1,92
1,1,26,34,2,100
25,34,2,99
1,27,36,3,107
1,28,37,3,115
1,29,39,3,123
1,30,41,3,131
1,31,42,4,140
1,32,44,5,149
1,33,45,5,159
1,34,47,5,168
1,35,49,6,178
1,36,50,7,188
1,37,1,38,52,7,200
52,7,198
1,39,53,9,209
1,40,55,9,220
1,41,56,9,231
1,42,58,10,242
1,43,60,11,253
1,44,61,11,264
1,45,63,12,275
1,46,64,12,286
1,47,66,13,1,48,66,13,300
297
1,49,68,13,308
1,50,69,14,319
1,51,71,14,330
1,52,72,15,341
1,53,74,15,352
1,54,76,15,363
1,55,77,16,374
1,56,79,17,385
1,57,80,17,396
1,58,81,17,400

1,59,82,18,407
1,60,84,18,418
1,61,85,19,429
1,62,87,19,440
1,63,88,20,451
1,64,90,21,462
1,65,92,21,473
1,66,93,22,484
1,67,95,23,495
1,68,95,23,500
1,69,96,23,506
1,70,98,25,517
1,71,100,25,528
1,72,101,26,539
1,73,103,27,550
1,74,104,27,561
1,75,106,27,572
1,76,108,28,584
1,77,109,29,595
1,78,110,29,600
1,79,111,29,606
1,80,113,30,617
1,81,114,31,628
1,82,116,31,640
1,83,117,31,651
1,84,119,31,662
1,85,121,32,673
1,86,122,33,684
1,87,124,33,695
1,88,124,33,700
1,89,125,34,707
1,90,127,35,718
1,91,129,35,729
1,92,130,35,740
1,93,132,35,751
1,94,134,36,762
1,95,135,37,774
1,96,137,37,785
1,97,138,37,791,98,139,37,800
6
1,99,140,39,807
1,100,142,39,819
1,101,143,39,830
1,102,145,40,841
1,103,147,41,853
1,104,148,41,864
1,105,150,42,875
1,106,152,43,887
1,107,1,108,153,43,900
153,43,898
1,109,155,43,910
1,110,157,44,921
1,111,158,45,932
1,112,160,45,944
1,113,161,45,955
1,114,163,46,966
1,115,165,46,977
1,116,166,47,989
1,117,168,47,1000
1,118,168,47,1000
1,119,170,47,1012
1,120,171,48,1023
1,121,173,48,1035
1,122,175,49,1046
1,123,176,49,1058
1,124,178,49,1069
1,125,180,50,1081
1,126,181,51,1092
1,127,182,51,1100
1,128,183,51,1104
1,129,185,51,1115
1,130,186,52,1127
1,131,188,53,1138
1,132,190,53,1150
1,133,191,54,1161
1,134,193,55,1173
1,135,195,55,1184
1,136,196,56,11961,137,197,56,1200

1,138,198,57,1207
1,139,200,57,1219
1,140,201,59,1230
1,141,203,59,1242
1,142,205,59,1253
1,143,206,60,1265
1,144,208,61,1276
1,145,210,61,1288
11,147,211,62,1300
,146,211,62,1299
1,148,213,63,1311
1,149,215,63,1322
1,150,216,63,1334
1,151,218,64,1345
1,152,220,64,1357
1,153,221,65,1368
1,154,223,65,1380
1,155,225,66,1391
1,156,226,66,1400
1,157,226,67,1403
1,158,228,67,1414
1,159,230,67,1426
1,160,231,68,1437
1,161,233,69,1449
1,162,235,69,1460
1,163,236,70,1472
1,164,238,71,1483
1,165,240,71,1495
1,166,240,71,1500
1,167,241,72,1506
1,168,243,73,1518
1,169,245,73,1529
1,170,246,74,1541
1,171,248,75,1552
1,172,250,76,1563
1,173,251,77,1575
1,174,253,77,1587
1,175,1,176,255,77,1600
255,77,1598
1,177,256,79,1610
1,178,258,79,1621
1,179,260,79,1633
1,180,261,80,1644
1,181,263,81,1655
1,182,265,81,1667
1,183,266,81,1679
1,184,268,82,1690
1,185,269,82,1700
1,186,270,83,1702
1,187,271,83,1713
1,188,273,83,1725
1,189,275,84,1736
1,190,276,85,1747
1,191,278,85,1759
1,192,280,85,1771
1,193,281,86,1782
1,194,283,87,1794
1,195,284,87,1800
1,196,285,87,1805
1,197,286,87,1817
1,198,288,88,1828
1,199,290,89,1840
1,200,291,89,1851
1,201,293,90,1863
1,202,295,91,1874
1,203,296,91,1886
1,204,298,1,205,298,92,1900
92,1897
1,206,300,93,1909
1,207,301,93,1920
1,208,303,93,1932
1,209,305,94,1943
1,210,306,95,1955
1,211,308,95,1966
1,212,310,95,1978
1,213,311,96,1989
1,214,313,96,2000
1,215,313,97,2001
1,216,315,97,2012
1,217,316,97,2024
1,218,318,97,2035
1,219,320,98,2047
1,220,321,99,2058
1,221,323,99,2070
1,222,325,99,2081
1,223,326,99,2093
1,224,327,99,2100
1,225,328,100,2104
1,226,330,101,2116
1,227,332,101,2127
1,228,333,101,2139
1,229,335,102,2151
1,230,337,103,2162
1,231,338,103,2174
1,232,340,104,2186
1,233,3421,234,342,105,2200
,105,2197
1,235,343,105,2209
1,236,345,106,2221
1,237,347,107,2233
1,238,348,107,2244
1,239,350,109,2256
1,240,352,109,2268
1,241,354,109,2279
1,242,355,110,2291
1,243,356,110,2300
1,244,357,111,2302
1,245,359,111,2314
1,246,360,112,2326
1,247,362,113,2338
1,248,364,113,2349
1,249,365,113,2361
1,250,367,114,2372
1,251,369,114,2384
1,252,370,115,231,253,371,115,2400

6
1,254,372,115,2408
1,255,374,116,2419
1,256,376,117,2431
1,257,377,117,2442
1,258,379,118,2454
1,259,381,119,2466
1,260,382,119,2478
1,261,384,119,2489
1,262,385,119,2500
1,263,386,121,2501
1,264,387,121,2513
1,265,389,121,2524
1,266,391,122,2536
1,267,392,123,2547
1,268,394,124,2559
1,269,396,125,2571
1,270,397,125,2582
1,271,399,126,2594
1,272,400,126,2600
1,273,401,127,2606
1,274,403,127,2617
1,275,404,128,2629
1,276,406,129,2641
1,277,408,129,2652
1,278,409,130,2664
1,279,411,131,2676
1,280,413,131,2687
1,1,282,414,131,2700
281,414,131,2699
1,283,416,131,2711
1,284,418,132,2723
1,285,420,133,2734
1,286,421,133,2746
1,287,423,134,2757
1,288,425,135,2769
1,289,426,135,2781
1,290,428,135,2792
1,291,429,135,2800
1,292,430,136,2804
1,293,431,137,2816
1,294,433,137,2827
1,295,435,137,2839
1,296,436,139,2851
1,297,438,139,2862
1,298,440,140,2874
1,299,441,140,2885
1,300,443,1,301,443,141,2900
141,2897
1,302,445,141,2909
1,303,447,142,2921
1,304,448,143,2932
1,305,450,143,2944
1,306,452,144,2956
1,307,453,144,2967
1,308,455,145,2979
1,309,457,145,2991
1,310,458,145,3000
1,311,458,145,3002
1,312,460,146,3014
1,313,462,147,3025
1,314,463,147,3037
1,315,465,147,3049
1,316,467,147,3060
1,317,468,148,3072
1,318,470,149,3084
1,319,472,149,30951,320,472,149,3100


1,321,474,149,3107
1,322,475,150,3119
1,323,477,150,3131
1,324,479,151,3142
1,325,480,151,3154
1,326,482,151,3165
1,327,484,153,3177
1,328,485,153,3189
1,329,487,153,3200
1,330,487,154,3200
1,331,489,154,3212
1,332,490,155,3224
1,333,492,155,3235
1,334,494,156,3247
1,335,496,157,3259
1,336,497,158,3270
1,337,499,159,3282
1,338,501,159,3294
1,339,501,159,3300
1,340,502,160,3305
1,341,504,160,3317
1,342,506,161,3328
1,343,507,161,3340
1,344,509,162,3352
1,345,511,163,3363
1,346,512,163,3375
1,347,514,164,3387
1,341,349,516,164,3400
8,516,164,3398
1,350,518,165,3410
1,351,519,165,3422
1,352,521,165,3434
1,353,523,166,3445
1,354,524,167,3457
1,355,526,167,3468
1,356,528,168,3480
1,357,529,169,3492
1,358,530,169,3500
1,359,531,169,3504
1,360,533,169,3515
1,361,534,170,3527
1,362,536,171,3538
1,363,538,172,3550
1,364,539,173,3562
1,365,541,173,3573
1,366,543,174,3585
1,367,545,171,368,545,175,3600

,3596
1,369,546,176,3608
1,370,548,176,3620
1,371,550,177,3632
1,372,551,177,3643
1,373,553,178,3655
1,374,555,179,3667
1,375,556,179,3678
1,376,558,180,3690
1,377,560,180,3700
1,378,560,181,3702
1,379,561,181,3713
1,380,563,181,3725
1,381,565,182,3737
1,382,567,183,3748
1,383,568,183,3760
1,384,570,183,3771
1,385,572,185,3783
1,386,573,185,3795
1,387,574,185,3800
1,388,575,185,3807
1,389,577,185,3818
1,390,578,186,3830
1,391,580,187,3842
1,392,582,187,3853
1,393,583,188,3865
1,394,585,189,3877
1,395,587,189,3888
1,396,589,189,3900
1,397,589,190,3900
1,398,590,191,3911
1,399,592,191,3923
1,400,594,191,3935
1,401,595,193,3947
1,402,597,193,3958
1,403,599,193,3970
1,404,600,194,3981
1,405,602,195,3993
1,406,603,195,4000
1,407,604,195,4005
1,408,605,195,4016
1,409,607,195,4028
1,410,609,197,4040
1,411,611,197,4051
1,412,612,197,4063
1,413,614,197,4075
1,414,616,197,4086
1,415,61,416,618,198,4100
17,198,4098
1,417,619,199,4110
1,418,621,199,4121
1,419,622,199,4133
1,420,624,200,4144
1,421,626,200,4156
1,422,627,201,4168
1,423,629,201,4179
1,424,631,202,4191
1,425,632,202,4200
1,426,632,203,4203
1,427,634,203,4214
1,428,636,204,4226
1,429,638,205,4238
1,430,639,205,4249
1,431,641,206,4261
1,432,643,207,4273
1,433,644,207,4284
1,434,646,208,421,435,647,208,4300
96
1,436,648,209,4308
1,437,649,209,4319
1,438,651,209,4331
1,439,653,211,4343
1,440,654,211,4354
1,441,656,212,4366
1,442,658,212,4378
1,443,660,213,4389
1,444,661,213,4400
1,445,661,213,4401
1,446,663,214,4413
1,447,665,214,4424
1,448,666,215,4436
1,449,668,215,4448
1,450,670,216,4459
1,451,671,216,4471
1,452,673,217,4482
1,453,675,217,4494
1,454,676,217,4500
1,455,676,218,4506
1,456,678,219,4518
1,457,680,219,4529
1,458,682,219,4541
1,459,683,221,4553
1,460,685,221,4564
1,461,687,222,4576
1,462,688,223,4588
1,464,690,223,4600

,463,690,223,4599
1,465,692,224,4611
1,466,693,225,4622
1,467,695,225,4634
1,468,697,226,4646
1,469,698,227,4658
1,470,700,227,4669
1,471,702,228,4681
1,472,703,229,4692
1,473,705,229,4700
1,474,705,229,4704
1,475,707,230,4716
1,476,709,231,4727
1,477,710,231,4739
1,478,712,231,4751
1,479,714,232,4762
1,480,715,233,4774
1,481,717,233,4785
1,482,7191,483,719,233,4800

233,4797
1,484,720,235,4809
1,485,722,235,4821
1,486,724,235,4832
1,487,725,235,4844
1,488,727,237,4856
1,489,729,237,4867
1,490,731,237,4879
1,491,732,238,4891
1,492,734,238,4900
1,493,734,239,4902
1,494,736,239,4914
1,495,737,240,4925
1,496,739,241,4937
1,497,741,241,4949
1,498,742,242,4961
1,499,744,243,4972
1,500,746,243,4984
1,501,747,243,49951,502,748,243,5000

1,503,749,244,5007
1,504,751,245,5019
1,505,752,245,5030
1,506,754,245,5042
1,507,756,246,5054
1,508,758,247,5065
1,509,759,247,5077
1,510,761,247,5089
1,511,763,247,5100
1,512,763,247,5100
1,513,764,248,5112
1,514,766,248,5124
1,515,768,249,5135
1,516,769,249,5147
1,517,771,249,5159
1,518,773,250,5170
1,519,774,251,5182
1,520,776,251,5193
1,521,777,251,5200
1,522,778,251,5205
1,523,780,252,5217
1,524,781,253,5229
1,525,783,253,5240
1,526,785,254,5252
1,527,786,255,5263
1,528,788,255,5275
1,529,790,256,5287
1,5301,531,792,257,5300
,791,257,5298
1,532,793,257,5310
1,533,795,258,5322
1,534,796,259,5333
1,535,798,259,5345
1,536,800,260,5357
1,537,801,261,5368
1,538,803,261,5380
1,539,805,262,5392
1,540,806,262,5400
1,541,807,262,5403
1,542,808,263,5415
1,543,810,263,5427
1,544,812,264,5438
1,545,813,264,5450
1,546,815,265,5462
1,547,817,265,5473
1,548,818,266,5485
1,549,820,261,550,821,266,5500

,5496
1,551,822,267,5508
1,552,823,267,5520
1,553,825,268,5532
1,554,827,269,5543
1,555,829,269,5555
1,556,830,269,5567
1,557,832,271,5578
1,558,834,271,5590
1,559,835,271,5600
1,560,835,272,5602
1,561,837,273,5613
1,562,839,273,5625
1,563,840,274,5636
1,564,842,275,5648
1,565,844,275,5660
1,566,845,276,5672
1,567,847,277,5683
1,568,849,277,5695
1,569,850,277,5700
1,570,851,278,5707
1,571,852,279,5718
1,572,854,279,5730
1,573,856,280,5742
